,question,golden_answer,answer,judge,model
913,where is cinque terre italy on a map,"Liguria, Italy","Cinque Terre is located in the western part of La Spezia Province in northwestern Italy, between the Ligurian Sea and the Apennine Mountains.  It consists of five villages: Riomaggiore, Monterosso al Mare, Vernazza, Corniglia and Manarola.",True,newbing
914,what was the full name of the titanic,RMS Titanic,The full name of the Titanic was RMS Titanic.  RMS stands for Royal Mail Ship.,True,newbing
915,to whom do the powers not given to the federal government by the constitution go,the states or the people,"According to the Tenth Amendment of the Constitution of the United States of America, “The powers not delegated to the United States by the Constitution, nor prohibited by it (The Constitution) to the States, are reserved to the States respectively, or to the people.",True,newbing
916,which president of the united states was a boy scout,Gerald Ford,"According to my sources, several Presidents of the United States were involved in Scouting during their youth.  These include John F.  Kennedy, Gerald Ford, Bill Clinton, George W.  Bush, Barack Obama and Joe Biden .",True,newbing
917,where does the last name orozco originate from,Spanish,"The Orozco surname is a habitational name derived from the place name Orozco in Bilbao in the Basque region, in the province of Biscay .  It is of Spanish/Basque origin .",True,newbing
918,which river separates the bronx in new york city from manhattan island,Harlem River,The Harlem River separates the island of Manhattan from the Bronx.  It connects the Hudson River and East River/Long Island Sound.,True,newbing
920,where does the red wolf live in the world,the southeastern United States,"Historically, red wolves ranged from southeastern Texas to central Pennsylvania.  However, today the only place red wolves can be found in the wild is in eastern North Carolina's Albemarle Peninsula.  They are equally at home in forests, swamps, and coastal prairies.",True,newbing
922,i like the way you move video cast,Big Boi,"There are two videos with similar titles.  One is a music video by OutKast featuring Sleepy Brown called ""The Way You Move"" .  The other is a BBC show called ""I Like the Way U Move"" .",True,newbing
923,what is the full scientific name for the e. coli bacteria,Escherichia coli,The full scientific name for E.  coli bacteria is Escherichia coli.  Is there anything else you would like to know about E.,True,newbing
924,when was the rock and roll hall of fame built in cleveland,1995,The Rock and Roll Hall of Fame and Museum was completed in 1995.  It was designed by I. M.  Pei.,True,newbing
925,who acts as the chairman of the election commission,The Chief Election Commissioner,"The chairman of an election commission varies depending on the country.  For example, in India, Rajiv Kumar is currently serving as Chief Election Commissioner .  In the United States, Allen Dickerson was elected as chair of the Federal Election Commission in December 2021 .",True,newbing
926,who played mrs warboys in one foot in the grave,Doreen Mantle,"The character of Mrs Warboys in the British sitcom ""One Foot in the Grave"" was played by Doreen Mantle.",True,newbing
927,where was the diary of a wimpy kid filmed,Vancouver,"The movie ""Diary of a Wimpy Kid"" was filmed in various locations in British Columbia, Canada including Vancouver and New Westminster .",True,newbing
928,who wrote the song always be humble and kind,Lori McKenna,"The song ""Humble and Kind"" was written by Lori McKenna.  It was first released by American country music singer Tim McGraw on January 20, 2016.",True,newbing
929,what is the time setting of game of thrones,medieval,Game of Thrones is set in a fantasy realm called Westeros which was predominulltly modeled off of high medieval Europe.  The events of Game of Thrones begin in 298 AC.,True,newbing
930,where does arsenic and old lace take place,"Brooklyn, New York","The play ""Arsenic and Old Lace"" takes place entirely in the Brewster home in Brooklyn, New York, in 1941.",True,newbing
931,what is the second book in the alchemyst series,The Magician,The second book in The Secrets of the Immortal Nicholas Flamel series by Michael Scott is The Magician.  It was published in 2008.,True,newbing
932,bowler to take hattrick in both inning in test match,leg spinner Jimmy Matthews,The only bowler to take a hat-trick in both innings of a Test match is Australian leg spinner Jimmy Matthews.,True,newbing
934,who played alex cross in along came a spider,Morgan Freeman,"The character of Alex Cross was played by Morgan Freeman in the movie ""Along Came a Spider"".",True,newbing
935,who was the first signatory of the israeli declaration of independence,David Ben-Gurion,"The first person to sign the Israeli Declaration of Independence was David Ben-Gurion, who was also the leader of the Yishuv.",True,newbing
936,who came up with the first working periodic table,Dmitri Mendeleev,The scientist who brought it all together was Dmitri Mendeleev (1834 to 1907).  Mendeleev was a Russian born chemist and the first to publish a modern version of the periodic table.  His table ordered the elements by atomic weights (molar masses).,True,newbing
937,when did cybermen first appear in doctor who,in 1966,"The Cybermen first appeared in Doctor Who in 1966 during the First Doctor's episode ""The Tenth Planet"".  They were created by writer Kit Pedler and story editor Gerry Davis.",True,newbing
938,oklahoma's 10 geographic regions are defined by surface features called,ecological regions,"Oklahoma's 10 geographic regions are defined by surface features such as mountains, forests, prairies, rivers, lakes, canyons and mesas.  These regions include The Ozark Plateau, Prairie Plains, Ouachita Mountains, Sandstone Hills Region, The Arbuckle Mountains, The Wichita Mountains and The Red River Valley Region.",True,newbing
939,communities of similar organisms found in a particular environment are called,species,Communities of similar organisms found in a particular environment are called ecosystems.  An ecosystem consists of a community of organisms together with their physical environment.,True,newbing
940,who plays scrooge mcduck in the new ducktales,David Tennullt,"In the new DuckTales reboot, Scrooge McDuck is voiced by Scottish actor David Tennullt.",True,newbing
941,who wrote i'm in the mood for dancing,Ben Findon,"""I'm in the Mood for Dancing"" was written by Ben Findon, Mike Myers and Bob Puzey .",True,newbing
942,most passing yards in nfl history in a game,Norm Van Brocklin,"The most passing yards in an NFL game was 554 by Norm Van Brocklin back in 1951 while playing for the Los Angeles Rams against the New York Yanks .  Since then, Matt Schaub has thrown for 527 yards on November 18, 2012 against the Jacksonville Jaguars while playing for the Houston Texans .",True,newbing
943,how many world series wins does the dodgers have,6,"The Dodgers have won a total of seven World Series championships.  They won their first championship as the Brooklyn Dodgers in 1955 .  After moving to Los Angeles, they have won six more championships .",True,newbing
